id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
89424,Female,Loyal Customer,44,Business travel,Eco,134,5,1,1,1,5,5,5,1,4,1,5,5,4,5,153,135,satisfied
91735,Female,disloyal Customer,21,Business travel,Eco,588,4,2,5,4,3,5,3,3,2,3,4,3,4,3,0,0,dissatisfied
91283,Female,Loyal Customer,22,Business travel,Business,2160,1,1,2,1,5,5,5,5,5,2,5,4,4,5,0,47,satisfied
88437,Male,Loyal Customer,44,Business travel,Business,1727,2,1,4,4,5,3,3,2,2,2,2,1,2,1,0,0,dissatisfied
85142,Female,Loyal Customer,45,Business travel,Business,696,5,2,5,5,4,4,4,4,4,4,4,3,4,3,1,7,satisfied
99335,Male,disloyal Customer,22,Business travel,Eco,337,3,4,3,3,3,3,3,3,3,4,4,5,5,3,2,0,dissatisfied
719,Female,disloyal Customer,27,Business travel,Business,158,2,2,2,3,1,2,1,1,2,1,3,1,4,1,0,10,dissatisfied
1487,Female,Loyal Customer,66,Business travel,Business,2124,4,4,4,4,2,4,4,5,5,5,5,4,5,3,0,3,satisfied
4155,Male,disloyal Customer,26,Business travel,Eco,427,2,2,2,3,1,2,1,1,2,5,3,3,3,1,0,0,dissatisfied
58663,Male,Loyal Customer,46,Personal Travel,Eco,867,3,5,3,3,2,3,2,2,2,5,2,2,4,2,0,0,dissatisfied
32730,Male,Loyal Customer,58,Business travel,Eco,101,4,3,3,3,4,4,4,4,4,4,1,5,3,4,0,0,satisfied
94250,Female,Loyal Customer,48,Business travel,Business,248,5,5,5,5,5,5,4,5,5,5,5,4,5,5,8,9,satisfied
94426,Female,Loyal Customer,78,Business travel,Eco,192,1,4,2,2,1,3,2,1,1,1,1,1,1,2,0,0,dissatisfied
51708,Female,Loyal Customer,64,Business travel,Business,2719,1,1,1,1,3,2,4,3,3,4,5,4,3,2,0,0,satisfied
54237,Female,Loyal Customer,45,Business travel,Business,1222,4,4,4,4,3,5,5,5,5,5,5,4,5,2,0,0,satisfied
41000,Male,Loyal Customer,31,Business travel,Business,1201,3,3,3,3,4,4,4,4,2,4,1,3,5,4,0,9,satisfied
72073,Female,Loyal Customer,41,Business travel,Business,2556,1,1,1,1,5,3,4,5,5,5,5,5,5,5,16,0,satisfied
80230,Female,Loyal Customer,46,Business travel,Business,2153,2,2,2,2,5,5,5,4,3,5,5,5,3,5,2,0,satisfied
61353,Male,Loyal Customer,70,Business travel,Eco,202,3,5,5,5,3,3,3,3,3,2,3,4,3,3,27,29,dissatisfied
10123,Female,disloyal Customer,23,Business travel,Eco,984,3,3,3,3,5,3,4,5,1,4,2,3,3,5,0,0,dissatisfied
53776,Female,Loyal Customer,43,Business travel,Business,3258,3,4,5,5,1,4,4,3,3,3,3,1,3,1,4,0,dissatisfied
33430,Male,Loyal Customer,54,Business travel,Business,2614,3,1,1,1,3,3,3,4,2,3,3,3,2,3,37,27,dissatisfied
26126,Female,Loyal Customer,30,Business travel,Eco,404,5,2,2,2,5,5,5,5,2,5,3,4,5,5,0,0,satisfied
57752,Female,Loyal Customer,33,Business travel,Business,2704,4,4,4,4,3,2,2,3,4,4,5,2,5,2,0,0,satisfied
95944,Female,disloyal Customer,35,Business travel,Business,1235,2,2,2,3,4,2,4,4,3,2,4,4,4,4,127,117,dissatisfied
39435,Female,Loyal Customer,30,Business travel,Eco,129,4,1,1,1,4,5,4,4,1,3,2,4,2,4,0,0,satisfied
16506,Male,Loyal Customer,32,Personal Travel,Eco,195,2,4,2,4,4,2,4,4,1,2,2,1,3,4,1,0,dissatisfied
128161,Male,Loyal Customer,54,Business travel,Business,1849,1,1,1,1,2,4,5,2,2,2,2,3,2,4,0,0,satisfied
45430,Female,Loyal Customer,31,Business travel,Business,458,2,2,2,2,2,2,2,2,2,3,4,3,4,2,0,0,dissatisfied
13350,Female,Loyal Customer,26,Business travel,Business,946,3,4,4,4,3,3,3,3,1,3,2,2,2,3,0,0,dissatisfied
108241,Female,Loyal Customer,56,Business travel,Business,1682,1,1,4,1,5,5,5,5,5,5,5,4,5,5,10,5,satisfied
7552,Female,Loyal Customer,36,Business travel,Business,3903,3,3,3,3,2,4,5,4,4,4,4,3,4,3,5,0,satisfied
95593,Male,Loyal Customer,47,Business travel,Business,3175,4,4,4,4,2,4,5,3,3,3,3,3,3,4,5,0,satisfied
73705,Male,disloyal Customer,56,Business travel,Eco,204,3,1,3,2,2,3,2,2,3,5,1,2,2,2,35,24,dissatisfied
89282,Female,Loyal Customer,54,Business travel,Business,3132,5,5,5,5,5,5,4,3,3,3,3,3,3,3,0,0,satisfied
8807,Female,Loyal Customer,46,Business travel,Eco,552,3,4,4,4,4,4,4,3,3,3,3,2,3,3,0,10,dissatisfied
82819,Female,Loyal Customer,46,Business travel,Business,645,3,4,4,4,1,4,3,3,3,3,3,2,3,1,0,15,dissatisfied
36679,Male,Loyal Customer,53,Personal Travel,Eco,1121,3,4,3,4,4,3,4,4,4,2,3,3,5,4,0,0,dissatisfied
96735,Female,Loyal Customer,21,Personal Travel,Eco,696,4,5,4,5,5,4,5,5,5,4,4,4,5,5,42,17,dissatisfied
106883,Female,Loyal Customer,52,Business travel,Business,577,3,3,3,3,5,4,3,3,3,3,3,4,3,3,39,35,dissatisfied
446,Male,Loyal Customer,46,Business travel,Business,2978,0,5,0,2,3,4,4,3,3,3,3,3,3,4,0,0,satisfied
95636,Female,Loyal Customer,57,Personal Travel,Eco,670,1,5,1,4,3,4,5,5,5,1,5,5,5,5,55,62,dissatisfied
33042,Female,Loyal Customer,41,Personal Travel,Eco,101,1,4,1,3,4,1,4,4,4,3,4,5,5,4,0,0,dissatisfied
57683,Male,Loyal Customer,56,Business travel,Business,3550,5,5,4,5,3,4,5,4,4,4,4,3,4,4,0,0,satisfied
57913,Male,Loyal Customer,67,Personal Travel,Eco,305,2,5,2,1,4,2,4,4,5,3,4,3,4,4,30,48,dissatisfied
26396,Female,Loyal Customer,36,Business travel,Eco,957,3,5,5,5,3,2,3,3,4,3,3,4,3,3,0,0,dissatisfied
8459,Male,Loyal Customer,35,Business travel,Business,1379,1,3,3,3,4,3,4,1,1,1,1,1,1,1,6,0,dissatisfied
115858,Female,disloyal Customer,50,Business travel,Eco,480,2,0,2,4,4,2,4,4,1,3,1,1,5,4,1,0,dissatisfied
118118,Male,Loyal Customer,65,Personal Travel,Eco,1300,1,4,1,1,4,1,4,4,3,4,4,5,5,4,0,0,dissatisfied
55611,Male,Loyal Customer,39,Business travel,Business,1714,1,2,1,1,5,4,5,4,4,5,4,2,4,3,0,0,satisfied
70194,Male,Loyal Customer,47,Business travel,Business,3464,3,3,3,3,2,5,4,4,4,4,4,3,4,5,0,5,satisfied
94453,Male,Loyal Customer,51,Business travel,Business,562,3,3,3,3,2,5,4,5,5,5,5,5,5,3,0,3,satisfied
82348,Male,Loyal Customer,44,Business travel,Eco,201,4,5,5,5,5,4,5,5,3,4,3,1,4,5,0,0,dissatisfied
116773,Male,Loyal Customer,24,Personal Travel,Eco Plus,337,2,3,2,3,1,2,1,1,4,5,3,3,3,1,39,44,dissatisfied
45310,Female,Loyal Customer,48,Business travel,Business,290,2,3,3,3,4,4,3,2,2,2,2,1,2,3,0,0,dissatisfied
106976,Male,Loyal Customer,42,Business travel,Business,572,2,2,2,2,1,2,3,2,2,2,2,3,2,2,0,0,satisfied
8114,Female,Loyal Customer,48,Business travel,Business,3872,1,1,4,1,2,5,4,5,5,5,4,4,5,3,0,0,satisfied
21713,Male,Loyal Customer,25,Personal Travel,Eco Plus,746,3,4,3,5,1,3,2,1,5,4,4,4,4,1,20,9,dissatisfied
24829,Male,Loyal Customer,43,Business travel,Eco,828,3,4,4,4,3,3,3,3,1,5,4,3,3,3,0,4,dissatisfied
36389,Female,Loyal Customer,18,Business travel,Eco Plus,200,3,5,5,5,3,3,1,3,2,4,4,3,3,3,0,0,dissatisfied
82602,Female,disloyal Customer,30,Business travel,Eco,528,4,3,5,3,2,5,2,2,3,2,3,4,4,2,0,0,dissatisfied
11688,Female,Loyal Customer,28,Business travel,Business,429,3,3,2,3,5,5,5,5,4,2,5,5,5,5,2,0,satisfied
40667,Female,Loyal Customer,62,Business travel,Business,590,4,5,5,5,3,2,3,4,4,4,4,2,4,4,36,44,dissatisfied
95096,Male,Loyal Customer,65,Personal Travel,Eco,248,3,5,3,2,4,3,4,4,4,3,5,5,4,4,14,28,dissatisfied
67852,Male,Loyal Customer,32,Personal Travel,Eco,1438,3,4,3,1,2,3,2,2,4,4,3,3,5,2,0,0,dissatisfied
72623,Female,Loyal Customer,18,Personal Travel,Eco,918,1,5,1,3,1,1,1,1,3,2,5,3,5,1,0,0,dissatisfied
87162,Male,disloyal Customer,36,Business travel,Business,946,2,2,2,3,2,2,2,2,4,3,5,5,4,2,0,0,dissatisfied
17639,Female,Loyal Customer,59,Business travel,Business,2339,3,3,1,3,5,5,4,4,4,4,4,3,4,3,4,0,satisfied
76622,Male,Loyal Customer,49,Business travel,Business,2735,0,5,0,5,4,1,2,1,1,1,1,5,1,5,0,0,satisfied
86546,Male,Loyal Customer,44,Business travel,Business,1578,4,4,3,4,5,4,5,5,5,5,5,4,5,5,57,47,satisfied
21567,Female,Loyal Customer,61,Business travel,Eco Plus,399,2,4,5,4,3,3,3,2,2,2,2,3,2,4,0,0,dissatisfied
21589,Female,Loyal Customer,51,Business travel,Eco,853,4,5,5,5,3,4,4,4,4,4,4,1,4,3,20,22,satisfied
41290,Male,Loyal Customer,38,Business travel,Eco Plus,542,4,4,4,4,4,5,4,4,2,2,1,1,1,4,45,34,satisfied
104478,Male,Loyal Customer,37,Personal Travel,Eco,1671,1,4,1,3,4,1,4,4,1,1,4,4,3,4,0,4,dissatisfied
115085,Male,disloyal Customer,16,Business travel,Eco,362,2,4,2,4,3,2,2,3,4,5,4,3,3,3,16,11,dissatisfied
53000,Male,Loyal Customer,50,Business travel,Eco,1208,5,2,2,2,5,5,5,5,1,1,3,1,1,5,0,0,satisfied
97646,Female,Loyal Customer,50,Business travel,Eco,1587,3,3,3,3,5,3,4,3,3,3,3,3,3,1,0,0,dissatisfied
13908,Male,Loyal Customer,36,Business travel,Eco,192,5,4,4,4,5,5,5,5,2,3,3,3,5,5,0,0,satisfied
63796,Male,Loyal Customer,27,Personal Travel,Eco,1721,2,4,2,5,5,2,5,5,1,3,3,5,2,5,0,0,dissatisfied
35702,Female,Loyal Customer,39,Personal Travel,Eco,2586,4,2,4,3,4,3,3,4,5,3,4,3,2,3,15,0,dissatisfied
28450,Male,disloyal Customer,29,Business travel,Eco,1395,3,3,3,4,3,3,3,3,1,3,3,3,2,3,0,0,dissatisfied
46064,Female,Loyal Customer,59,Personal Travel,Eco Plus,964,3,5,3,3,5,4,5,5,5,3,5,4,5,3,0,0,dissatisfied
7596,Female,Loyal Customer,17,Business travel,Business,2728,1,1,1,1,5,5,5,5,3,4,5,5,5,5,0,0,satisfied
104522,Female,Loyal Customer,37,Business travel,Business,3144,1,1,1,1,5,5,4,4,4,4,4,3,4,3,0,0,satisfied
45844,Male,Loyal Customer,41,Personal Travel,Eco,391,1,5,1,5,1,1,1,1,3,1,1,4,2,1,0,0,dissatisfied
81953,Female,Loyal Customer,57,Business travel,Business,1532,1,1,1,1,5,5,5,5,5,5,5,5,5,3,0,0,satisfied
108801,Female,Loyal Customer,57,Personal Travel,Eco,406,3,2,3,4,4,4,4,5,5,3,5,1,5,4,10,0,dissatisfied
4815,Female,disloyal Customer,20,Business travel,Business,500,5,0,5,4,2,5,2,2,5,2,5,4,4,2,0,10,satisfied
118312,Male,Loyal Customer,51,Business travel,Business,639,5,5,1,5,5,4,4,5,5,5,5,5,5,5,1,9,satisfied
128874,Male,disloyal Customer,38,Business travel,Business,2454,3,4,4,1,4,2,2,5,5,5,5,2,3,2,0,0,dissatisfied
55071,Male,Loyal Customer,55,Business travel,Eco,1635,2,1,1,1,2,2,2,2,1,5,2,4,1,2,0,0,dissatisfied
104587,Female,disloyal Customer,59,Business travel,Eco,369,1,0,1,3,3,1,3,3,1,1,5,2,2,3,84,63,dissatisfied
69281,Female,Loyal Customer,64,Personal Travel,Eco,733,1,4,1,1,3,5,1,2,2,1,2,2,2,2,0,7,dissatisfied
34416,Male,Loyal Customer,30,Personal Travel,Eco,728,3,5,3,1,4,3,1,4,1,3,2,1,4,4,0,0,dissatisfied
21302,Female,Loyal Customer,65,Personal Travel,Eco,620,3,5,3,3,4,4,5,3,3,3,3,3,3,5,0,0,dissatisfied
71948,Female,Loyal Customer,43,Business travel,Business,1437,2,2,2,2,4,5,4,5,5,5,5,5,5,4,0,0,satisfied
37409,Male,disloyal Customer,26,Business travel,Eco,944,4,4,4,2,4,4,4,4,4,2,5,3,3,4,0,0,dissatisfied
74260,Female,Loyal Customer,54,Business travel,Business,3325,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,39,satisfied
93814,Female,Loyal Customer,49,Business travel,Business,391,4,4,4,4,2,5,5,4,4,4,4,5,4,4,62,84,satisfied
69769,Male,Loyal Customer,58,Personal Travel,Eco Plus,1085,3,2,3,4,1,3,1,1,3,3,3,4,3,1,0,0,dissatisfied
84550,Male,Loyal Customer,12,Personal Travel,Eco,2556,1,1,1,4,4,1,4,4,3,4,3,1,4,4,1,0,dissatisfied
93978,Female,Loyal Customer,56,Business travel,Eco,1218,3,3,3,3,3,4,3,2,2,3,2,1,2,4,15,0,dissatisfied
60239,Male,Loyal Customer,40,Personal Travel,Eco,1546,3,1,3,2,5,3,5,5,1,2,1,1,2,5,0,0,dissatisfied
112342,Female,disloyal Customer,27,Business travel,Business,850,3,3,3,2,1,3,1,1,3,2,5,3,4,1,0,2,dissatisfied
55953,Male,Loyal Customer,55,Business travel,Business,1620,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,0,satisfied
32707,Female,Loyal Customer,43,Business travel,Business,2115,4,4,4,4,2,2,4,5,5,5,5,4,5,1,0,0,satisfied
42636,Female,Loyal Customer,22,Personal Travel,Eco,223,4,5,4,4,2,4,2,2,4,5,5,5,4,2,0,0,satisfied
95288,Female,Loyal Customer,61,Personal Travel,Eco,319,1,4,1,4,5,3,3,3,3,1,3,1,3,2,0,0,dissatisfied
89775,Female,Loyal Customer,54,Personal Travel,Eco,1080,1,3,1,3,4,1,4,4,4,1,4,1,4,5,0,1,dissatisfied
39533,Male,Loyal Customer,38,Business travel,Business,945,4,4,4,4,4,5,5,4,4,4,4,3,4,5,0,0,satisfied
78779,Male,Loyal Customer,46,Business travel,Business,447,1,1,1,1,4,3,3,1,1,2,1,4,1,2,0,0,dissatisfied
9685,Male,disloyal Customer,22,Business travel,Eco,212,1,4,1,4,5,1,5,5,4,1,4,4,4,5,9,11,dissatisfied
78778,Male,Loyal Customer,59,Business travel,Business,1730,3,3,3,3,3,3,3,3,3,3,3,1,3,1,0,0,dissatisfied
20779,Male,disloyal Customer,34,Business travel,Eco,515,2,4,2,2,1,2,1,1,3,4,3,4,3,1,0,0,dissatisfied
45221,Male,Loyal Customer,24,Business travel,Business,3090,3,1,1,1,3,3,3,3,1,1,1,5,1,3,10,4,dissatisfied
79263,Male,Loyal Customer,7,Personal Travel,Eco,1598,3,2,3,4,3,3,3,3,1,3,3,1,4,3,0,0,dissatisfied
27541,Female,Loyal Customer,66,Personal Travel,Eco,605,2,3,2,3,4,4,4,5,5,2,2,4,5,2,0,7,dissatisfied
23212,Male,Loyal Customer,37,Business travel,Business,2494,0,0,0,1,5,3,5,3,3,3,3,3,3,1,0,0,satisfied
33441,Female,Loyal Customer,57,Personal Travel,Eco,2355,4,4,4,1,4,3,2,4,4,3,5,2,4,2,0,11,dissatisfied
65952,Female,Loyal Customer,35,Business travel,Business,1372,2,2,2,2,2,4,4,2,2,2,2,4,2,4,0,0,satisfied
117183,Male,Loyal Customer,54,Personal Travel,Eco,304,5,5,5,3,3,5,3,3,4,4,5,4,5,3,1,0,satisfied
71193,Male,Loyal Customer,46,Business travel,Business,2586,2,2,2,2,3,4,5,4,4,4,4,5,4,4,38,33,satisfied
25193,Male,Loyal Customer,44,Personal Travel,Eco,577,5,5,5,4,2,5,5,2,4,5,5,3,4,2,0,0,satisfied
49656,Male,Loyal Customer,38,Business travel,Business,262,0,0,0,2,1,4,5,3,3,3,3,3,3,5,0,7,satisfied
94816,Female,Loyal Customer,47,Business travel,Eco,239,3,2,2,2,1,3,3,3,3,3,3,1,3,4,0,0,dissatisfied
89039,Female,Loyal Customer,46,Business travel,Business,1892,3,3,3,3,5,3,4,5,5,5,5,4,5,3,14,3,satisfied
62432,Male,Loyal Customer,11,Personal Travel,Eco,1911,1,4,1,3,4,1,4,4,4,2,5,3,4,4,26,17,dissatisfied
64737,Male,Loyal Customer,45,Business travel,Business,2828,0,5,0,1,5,4,5,4,4,2,2,5,4,4,0,0,satisfied
122376,Male,Loyal Customer,37,Business travel,Business,529,4,1,1,1,2,3,4,4,4,4,4,3,4,2,0,0,dissatisfied
85042,Female,disloyal Customer,24,Business travel,Business,731,0,0,0,3,1,0,1,1,3,4,5,3,4,1,10,19,satisfied
57716,Female,disloyal Customer,43,Business travel,Business,989,5,4,4,4,2,5,2,2,3,5,5,3,4,2,4,0,satisfied
114717,Male,Loyal Customer,36,Business travel,Business,2567,1,1,1,1,2,5,5,3,3,3,3,5,3,4,12,4,satisfied
44236,Female,Loyal Customer,37,Business travel,Business,3532,2,1,1,1,4,3,2,2,2,2,2,2,2,2,0,20,dissatisfied
81644,Male,disloyal Customer,23,Business travel,Eco,907,0,0,0,3,5,0,5,5,5,4,5,4,4,5,42,33,satisfied
5237,Female,disloyal Customer,27,Business travel,Business,293,2,2,2,4,3,2,3,3,5,5,4,4,5,3,5,4,dissatisfied
100848,Female,Loyal Customer,49,Personal Travel,Eco,711,4,5,4,4,2,5,4,4,4,4,2,1,4,1,52,36,dissatisfied
11191,Male,Loyal Customer,55,Personal Travel,Eco,312,1,4,1,4,3,1,3,3,3,2,5,4,4,3,106,101,dissatisfied
53246,Male,Loyal Customer,33,Business travel,Eco Plus,612,4,5,5,5,4,4,4,4,3,2,1,1,5,4,17,0,satisfied
67938,Male,Loyal Customer,67,Personal Travel,Eco,1235,3,1,3,2,1,3,1,1,2,1,1,3,1,1,1,0,dissatisfied
75523,Female,Loyal Customer,35,Business travel,Business,337,2,2,3,2,2,5,5,4,4,4,4,4,4,5,0,0,satisfied
69794,Female,Loyal Customer,43,Business travel,Business,1055,5,5,5,5,5,5,5,5,5,4,4,5,3,5,128,148,satisfied
106563,Female,Loyal Customer,46,Business travel,Business,3541,2,2,1,2,2,5,4,4,4,4,4,4,4,3,0,3,satisfied
125611,Female,Loyal Customer,59,Business travel,Business,2001,4,4,5,4,2,5,5,5,5,5,5,4,5,4,6,16,satisfied
25806,Male,Loyal Customer,44,Business travel,Eco Plus,762,4,3,3,3,4,4,4,4,1,5,4,2,4,4,32,53,satisfied
92916,Female,Loyal Customer,74,Business travel,Eco,151,1,0,0,3,2,3,4,5,5,1,5,4,5,2,15,3,dissatisfied
35758,Female,Loyal Customer,47,Business travel,Business,1608,5,5,5,5,2,4,2,4,4,4,4,5,4,2,0,0,satisfied
91765,Male,disloyal Customer,28,Business travel,Business,626,3,3,3,4,2,3,2,2,3,4,4,3,4,2,0,0,dissatisfied
89217,Male,Loyal Customer,57,Personal Travel,Eco,1947,1,4,1,2,2,1,2,2,3,4,4,5,4,2,24,5,dissatisfied
77840,Female,Loyal Customer,53,Business travel,Business,2379,4,4,4,4,5,5,4,4,4,4,4,4,4,4,0,9,satisfied
25859,Male,Loyal Customer,61,Personal Travel,Eco,692,1,2,1,4,5,1,5,5,4,2,4,2,4,5,0,0,dissatisfied
83138,Male,Loyal Customer,33,Personal Travel,Eco,1127,4,5,4,2,3,4,3,3,5,2,4,4,5,3,0,0,dissatisfied
101823,Female,Loyal Customer,20,Personal Travel,Eco,1521,0,1,0,3,4,0,3,4,1,2,3,1,4,4,0,0,satisfied
56666,Male,Loyal Customer,51,Personal Travel,Eco,937,0,3,0,2,3,0,3,3,3,3,2,2,2,3,29,13,satisfied
97947,Female,Loyal Customer,42,Business travel,Business,401,3,1,1,1,3,3,3,2,2,4,4,3,1,3,134,132,dissatisfied
112870,Male,Loyal Customer,48,Business travel,Business,715,3,3,3,3,2,5,4,5,5,5,5,5,5,3,0,0,satisfied
10585,Female,disloyal Customer,23,Business travel,Eco,458,2,4,2,5,2,2,2,2,3,4,4,5,5,2,26,30,dissatisfied
127739,Female,Loyal Customer,53,Business travel,Business,255,0,0,0,2,5,4,4,3,3,3,3,5,3,5,51,45,satisfied
33001,Male,Loyal Customer,20,Personal Travel,Eco,101,3,5,3,4,4,3,4,4,3,5,5,5,5,4,0,0,dissatisfied
30070,Female,Loyal Customer,47,Personal Travel,Eco,183,5,4,5,3,5,5,4,3,3,5,3,4,3,4,11,14,satisfied
105610,Female,Loyal Customer,54,Personal Travel,Business,842,2,4,3,1,4,5,5,5,5,3,4,5,5,4,13,0,dissatisfied
110813,Male,Loyal Customer,63,Personal Travel,Eco,997,3,5,3,2,4,3,4,4,3,4,4,5,5,4,12,45,dissatisfied
23197,Male,Loyal Customer,45,Business travel,Eco Plus,223,3,3,3,3,3,3,3,3,1,2,2,5,5,3,0,0,satisfied
93030,Male,disloyal Customer,23,Business travel,Eco,436,0,4,0,1,4,4,4,4,5,5,5,5,4,4,0,0,satisfied
102925,Female,disloyal Customer,27,Business travel,Eco,436,4,2,4,2,4,4,4,4,3,2,2,4,2,4,5,0,dissatisfied
3746,Female,Loyal Customer,8,Personal Travel,Eco,431,2,5,2,5,2,2,2,2,4,4,5,4,5,2,0,0,dissatisfied
25381,Male,Loyal Customer,67,Personal Travel,Eco,591,2,4,2,3,5,2,3,5,4,4,4,3,5,5,0,0,dissatisfied
81636,Female,Loyal Customer,60,Business travel,Business,907,2,3,3,3,4,3,3,2,2,1,2,1,2,4,9,13,dissatisfied
90796,Female,disloyal Customer,38,Business travel,Business,270,5,5,5,3,2,5,2,2,5,3,4,3,5,2,0,0,satisfied
104978,Male,Loyal Customer,33,Business travel,Business,2126,1,5,5,5,1,1,1,1,2,2,3,4,3,1,0,0,dissatisfied
89325,Male,Loyal Customer,46,Business travel,Business,1541,2,2,2,2,3,4,5,5,5,5,5,4,5,3,7,12,satisfied
32546,Male,Loyal Customer,62,Business travel,Business,2276,2,2,4,2,3,1,2,5,5,5,4,2,5,2,0,0,satisfied
8286,Female,Loyal Customer,38,Personal Travel,Eco,125,2,2,2,3,5,2,5,5,1,4,3,3,3,5,0,0,dissatisfied
43453,Female,Loyal Customer,24,Business travel,Business,2926,5,5,5,5,4,4,4,4,5,2,2,2,4,4,9,0,satisfied
7661,Female,disloyal Customer,40,Business travel,Business,604,3,2,2,3,3,2,3,3,1,2,3,2,4,3,0,0,dissatisfied
60009,Male,Loyal Customer,16,Personal Travel,Eco,1085,2,5,2,2,4,2,4,4,3,1,5,2,4,4,0,0,dissatisfied
65070,Male,Loyal Customer,9,Personal Travel,Eco,190,5,5,5,4,5,5,5,5,3,2,5,4,4,5,0,0,satisfied
93552,Female,Loyal Customer,43,Business travel,Business,719,3,3,3,3,4,5,5,4,4,4,4,3,4,4,0,1,satisfied
121589,Male,Loyal Customer,52,Business travel,Business,536,3,3,1,3,2,2,4,4,4,4,4,1,4,4,0,0,satisfied
30052,Female,Loyal Customer,16,Business travel,Eco,548,4,1,1,1,4,4,4,4,3,2,5,5,4,4,0,0,satisfied
114443,Male,Loyal Customer,44,Business travel,Business,3916,2,2,2,2,2,5,5,1,1,2,1,4,1,5,0,1,satisfied
91624,Female,Loyal Customer,42,Business travel,Eco,1312,4,5,5,5,2,2,2,4,4,4,4,3,4,1,100,87,dissatisfied
91369,Male,Loyal Customer,70,Personal Travel,Eco Plus,270,1,4,1,3,5,1,5,5,3,1,3,4,3,5,0,0,dissatisfied
10919,Male,Loyal Customer,46,Business travel,Eco,301,3,2,2,2,3,3,3,3,4,2,2,3,3,3,0,0,dissatisfied
2873,Male,Loyal Customer,68,Personal Travel,Eco,475,4,5,4,3,4,4,4,4,1,3,5,4,4,4,0,20,dissatisfied
119908,Male,Loyal Customer,31,Personal Travel,Eco Plus,912,3,5,3,1,3,3,3,3,3,2,1,1,3,3,0,0,dissatisfied
122665,Female,Loyal Customer,49,Business travel,Business,361,2,3,3,3,2,3,3,2,2,2,2,1,2,2,6,0,dissatisfied
116625,Female,Loyal Customer,73,Business travel,Eco Plus,390,3,5,5,5,5,3,4,3,3,3,3,4,3,2,9,2,dissatisfied
100704,Male,Loyal Customer,41,Business travel,Business,677,2,2,2,2,3,4,5,4,4,4,4,4,4,4,0,0,satisfied
58933,Male,Loyal Customer,44,Personal Travel,Eco,888,3,4,3,4,3,3,3,3,5,3,5,5,5,3,12,14,dissatisfied
31910,Male,Loyal Customer,44,Business travel,Business,2237,3,3,4,3,4,4,4,5,5,5,5,3,5,4,0,0,satisfied
114073,Female,disloyal Customer,28,Business travel,Eco,1253,1,0,0,3,1,1,1,1,3,4,4,2,4,1,0,0,dissatisfied
17883,Male,Loyal Customer,16,Personal Travel,Eco,371,2,4,3,1,3,3,3,3,3,3,3,3,5,3,6,0,dissatisfied
52937,Female,Loyal Customer,27,Personal Travel,Eco,679,3,5,3,1,5,3,5,5,4,3,4,5,4,5,0,0,dissatisfied
70390,Male,Loyal Customer,38,Business travel,Business,1562,4,4,4,4,4,4,5,4,4,4,4,5,4,3,13,8,satisfied
72474,Male,Loyal Customer,25,Business travel,Business,2737,1,1,1,1,5,5,5,5,5,5,4,5,4,5,0,0,satisfied
118268,Male,Loyal Customer,30,Business travel,Business,2926,4,5,5,5,4,4,4,4,4,5,4,4,4,4,0,0,dissatisfied
77902,Female,Loyal Customer,43,Business travel,Business,2113,2,2,2,2,2,2,3,5,5,5,5,4,5,4,0,0,satisfied
65624,Female,Loyal Customer,18,Personal Travel,Eco,237,3,4,3,3,4,3,4,4,2,1,3,2,1,4,0,0,dissatisfied
56131,Female,Loyal Customer,59,Business travel,Business,1504,2,2,2,2,5,4,4,4,4,4,4,3,4,3,7,0,satisfied
94226,Male,Loyal Customer,57,Business travel,Business,1761,1,1,1,1,4,5,4,5,5,5,4,5,5,5,0,0,satisfied
121064,Male,Loyal Customer,46,Business travel,Business,3270,5,5,5,5,4,5,4,4,4,4,4,5,4,4,0,0,satisfied
107108,Male,Loyal Customer,33,Business travel,Business,1806,3,3,3,3,4,4,4,4,3,5,5,4,5,4,41,29,satisfied
12149,Female,Loyal Customer,43,Business travel,Eco,1042,5,2,2,2,4,5,5,5,5,5,5,4,5,4,0,0,satisfied
53955,Female,disloyal Customer,8,Business travel,Eco,1325,2,2,2,3,4,2,4,4,2,3,3,3,3,4,100,76,dissatisfied
68767,Female,Loyal Customer,25,Business travel,Business,2685,3,4,4,4,3,3,3,3,1,1,3,3,2,3,16,53,dissatisfied
78617,Male,disloyal Customer,49,Business travel,Business,1426,3,3,3,3,1,3,1,1,5,5,5,5,5,1,0,4,dissatisfied
39344,Female,Loyal Customer,11,Personal Travel,Eco Plus,774,2,5,2,1,4,2,4,4,4,5,5,3,5,4,0,0,dissatisfied
116826,Male,Loyal Customer,45,Business travel,Business,1789,5,5,5,5,2,5,5,5,5,5,5,3,5,4,6,0,satisfied
82982,Female,Loyal Customer,39,Business travel,Business,3000,5,5,5,5,4,5,4,5,5,5,5,5,5,4,44,107,satisfied
15618,Male,Loyal Customer,45,Personal Travel,Eco,228,4,3,4,3,2,4,2,2,3,4,4,3,3,2,0,0,dissatisfied
